Name;NORAD_number;Revolution_number
STARLINK-32228;60445;4323.0
STARLINK-32247;60446;4346.0
STARLINK-32101;60447;4312.0
LEGION 3;60452;4128.0
LEGION 4;60453;4013.0
EOS-08;60454;4119.0
YAOGAN-43 01A;60458;4117.0
YAOGAN-43 01B;60459;4112.0
YAOGAN-43 01C;60460;4111.0
YAOGAN-43 01D;60461;4112.0
YAOGAN-43 01E;60462;4788.0
YAOGAN-43 01F;60463;4111.0
YAOGAN-43 01G;60464;4112.0
YAOGAN-43 01H;60465;4111.0
YAOGAN-43 01J;60466;4112.0
OBJECT A;60468;4088.0
WARATAH SEED-1;60469;4091.0
PHISAT 2;60470;4089.0
LEMUR-2-TOMATOKECHUP;60471;4092.0
CONNECTA IOT-1;60472;4087.0
LOPEN;60473;4098.0
ROCK;60474;4094.0
CONNECTA IOT-3;60475;4086.0
QUBE;60476;4097.0
SATORO-T2;60477;4100.0
WREN-1;60478;4095.0
TOMORROW-S1;60479;4090.0
FLOCK 4BE-18;60480;4092.0
FLOCK 4BE-7;60481;4094.0
FLOCK 4BE-4;60482;4123.0
FLOCK 4BE-16;60483;4093.0
FLOCK 4BE-26;60484;4091.0
TOMORROW-S2;60485;4089.0
FLOCK 4BE-36;60486;4093.0
FLOCK 4BE-25;60487;4091.0
FLOCK 4BE-31;60488;4096.0
FLOCK 4BE-20;60489;4091.0
FLOCK 4BE-23;60490;4093.0
FLOCK 4BE-15;60491;4095.0
FLOCK 4BE-17;60492;4091.0
NUSAT-50 (NANCY ROMAN);60493;4092.0
FLOCK 4BE-22;60494;4095.0
FLOCK 4BE-34;60495;4093.0
TYCHE;60496;4089.0
FLOCK 4BE-32;60497;4096.0
NUSAT-48 (HENRIETTA LEAVITT);60498;4094.0
FLOCK 4BE-30;60499;4033.0
NUSAT-49 (KLARA DAN VON NEUMANN);60500;4094.0
FLOCK 4BE-11;60501;4096.0
FLOCK 4BE-33;60502;4092.0
FLOCK 4BE-10;60503;4092.0
YAM-7;60504;4089.0
FLOCK 4BE-24;60505;4094.0
LUR-1;60506;4088.0
TANAGER-1;60507;4125.0
EAGLEEYE;60508;4103.0
FLOCK 4BE-29;60509;4095.0
OBJECT AU;60510;4100.0
FLOCK 4BE-2;60511;4096.0
FLOCK 4BE-13;60512;4095.0
FLOCK 4BE-27;60513;4091.0
FLOCK 4BE-9;60514;4094.0
FLOCK 4BE-8;60515;4093.0
FLOCK 4BE-6;60516;4091.0
FLOCK 4BE-14;60517;4097.0
FLOCK 4BE-1;60518;4095.0
FLOCK 4BE-28;60519;4094.0
IPERDRONE.0;60520;4101.0
OBJECT BF;60521;4109.0
CONNECTA IOT-2;60522;4098.0
PTD-R (TYVAK-0127);60523;4114.0
CONNECTA IOT-4;60524;4095.0
ORESAT0.5;60525;4097.0
DEIMOS;60526;4097.0
CUAVA-2;60527;4092.0
ERNST;60528;4093.0
GAINDESAT-1A;60529;4113.0
TORO;60530;4018.0
HYPSO-2;60531;4020.0
LEMU NGE;60532;4018.0
LEMUR-2-STELLA;60533;4021.0
SATELIOT_2;60534;4019.0
NIGHTJAR;60535;8301.0
LEMUR-2-MARHISYAM;60536;4021.0
SATELIOT_4;60537;4014.0
PICO-02A021;60538;3974.0
ICEYE-X43;60539;4018.0
HAWK-10A;60540;4015.0
UMBRA-09;60541;4027.0
QPS-SAR-8 (AMATERU-IV);60542;4020.0
ARCTIC WEATHER SATELLITE;60543;4011.0
CAPELLA-15 (ACADIA-5);60544;4011.0
HAWK-10B;60545;4020.0
ICEYE-X39;60546;4022.0
UMBRA-10;60547;4028.0
ICEYE-X33;60548;4021.0
ICEYE-X40;60549;4017.0
SATELIOT_1;60550;4016.0
BRO-14;60551;4015.0
SATELIOT_3;60552;4023.0
BRO-15;60553;4021.0
UM5-RIBAT;60554;4020.0
UM5-EOSAT;60555;4020.0
KANYINI;60556;4098.0
TROOP-F2;60557;4107.0
FLOCK 4BE-35;60558;4093.0
FLOCK 4BE-5;60559;4093.0
FLOCK 4BE-12;60560;4095.0
FLOCK 4BE-3;60561;4094.0
HYPERFIELD-1A;60562;4090.0
FLOCK 4BE-19;60563;4095.0
PICO-02C023;60564;4045.0
PTD-4 (LISA-T);60565;4027.0
PICO-02G027;60566;4041.0
PICO-02F026;60567;4046.0
PICO-02I029;60568;4042.0
PICO-02D024;60569;4046.0
PICO-02H028;60570;4046.0
PICO-02B022;60571;4044.0
PICO-02E025;60572;4042.0
ION SCV-012;60573;4014.0
GNOMES-5;60574;4023.0
HAWK-10C;60575;4020.0
LEMUR-2-AHMED-ASRAR;60576;4024.0
LEMUR-2-LLOYD;60577;4025.0
LEMUR-2-SQUIRRELCOMM;60578;4028.0
LEMUR-2-SIERRINI;60579;4020.0
SEDNA-1;60580;4028.0
STARLINK-31844;60583;4195.0
STARLINK-32204;60584;4195.0
STARLINK-32130;60585;4187.0
STARLINK-32173;60586;4197.0
STARLINK-31911;60587;4188.0
STARLINK-31994;60588;4189.0
STARLINK-32169;60589;4201.0
STARLINK-32209;60590;4197.0
STARLINK-32170;60591;4186.0
STARLINK-31497;60592;4196.0
STARLINK-32161;60593;4187.0
STARLINK-32210;60594;4195.0
STARLINK-32202;60595;4201.0
STARLINK-31930;60596;4189.0
STARLINK-32162;60597;4201.0
STARLINK-32208;60598;4196.0
STARLINK-32165;60599;4194.0
STARLINK-31923;60600;4196.0
STARLINK-31988;60601;4188.0
STARLINK-31983;60602;4186.0
STARLINK-31874;60603;4196.0
STARLINK-32039;60604;4193.0
ZHONGXING-4A;60606;274.0
STARLINK-11247 [DTC];60720;4157.0
STARLINK-11259 [DTC];60721;4147.0
STARLINK-11188 [DTC];60722;4164.0
STARLINK-11272 [DTC];60723;4150.0
STARLINK-11261 [DTC];60724;4162.0
STARLINK-11263 [DTC];60725;4157.0
STARLINK-11235 [DTC];60726;4177.0
STARLINK-11080 [DTC];60727;4177.0
STARLINK-11249 [DTC];60728;4166.0
STARLINK-11146 [DTC];60729;4166.0
STARLINK-11255 [DTC];60730;4163.0
STARLINK-11254 [DTC];60731;4163.0
STARLINK-11266 [DTC];60732;4163.0
STARLINK-32253;60733;4069.0
STARLINK-32179;60734;4063.0
STARLINK-32272;60735;4070.0
STARLINK-32280;60736;4070.0
STARLINK-32289;60737;4076.0
STARLINK-32304;60738;4076.0
STARLINK-32235;60739;4074.0
STARLINK-32315;60740;4069.0
OBJECT A;60745;3891.0
OBJECT B;60746;3892.0
OBJECT C;60747;3894.0
OBJECT D;60748;3895.0
OBJECT E;60749;3896.0
OBJECT F;60750;3896.0
STARLINK-11242 [DTC];60903;4131.0
STARLINK-11256 [DTC];60904;4119.0
STARLINK-11159 [DTC];60905;4130.0
STARLINK-11264 [DTC];60906;4121.0
STARLINK-11226 [DTC];60907;4119.0
STARLINK-11229 [DTC];60908;4120.0
STARLINK-11265 [DTC];60909;4124.0
STARLINK-11250 [DTC];60910;4129.0
STARLINK-11190 [DTC];60911;4129.0
STARLINK-11225 [DTC];60912;4125.0
STARLINK-11273 [DTC];60913;4125.0
STARLINK-11248 [DTC];60914;4120.0
STARLINK-11271 [DTC];60915;4125.0
STARLINK-32371;60916;4023.0
STARLINK-32369;60917;4024.0
STARLINK-32317;60918;4023.0
STARLINK-32367;60919;4031.0
STARLINK-32345;60920;4025.0
STARLINK-32356;60921;4031.0
STARLINK-32274;60922;4026.0
STARLINK-32373;60923;4026.0
STARLINK-11239 [DTC];60924;4117.0
STARLINK-11245 [DTC];60925;4116.0
STARLINK-11244 [DTC];60926;4121.0
STARLINK-11243 [DTC];60927;4106.0
STARLINK-11238 [DTC];60928;4121.0
STARLINK-11240 [DTC];60929;4107.0
STARLINK-11251 [DTC];60930;4116.0
STARLINK-11204 [DTC];60931;4117.0
STARLINK-11246 [DTC];60932;4117.0
STARLINK-11207 [DTC];60933;4111.0
STARLINK-11237 [DTC];60934;4118.0
STARLINK-11253 [DTC];60935;4116.0
STARLINK-11241 [DTC];60936;4115.0
STARLINK-32259;60937;4028.0
STARLINK-32262;60938;4054.0
STARLINK-32258;60939;4019.0
STARLINK-32251;60940;4017.0
STARLINK-32224;60941;4026.0
STARLINK-32184;60942;4027.0
STARLINK-32288;60943;4027.0
STARLINK-32276;60944;4033.0
YAOGAN-43 02A;60945;3848.0
YAOGAN-43 02B;60946;3842.0
YAOGAN-43 02C;60947;3842.0
YAOGAN-43 02D;60948;3001.0
YAOGAN-43 02E;60949;3842.0
YAOGAN-43 02F;60950;3842.0
SENTINEL-2C;60989;3573.0
STARLINK-11289 [DTC];60991;4034.0
STARLINK-11282 [DTC];60992;4035.0
STARLINK-11283 [DTC];60993;4033.0
STARLINK-11267 [DTC];60994;4033.0
STARLINK-11269 [DTC];60995;4034.0
STARLINK-11281 [DTC];60996;4032.0
STARLINK-11260 [DTC];60997;4066.0
STARLINK-11287 [DTC];60998;4032.0
STARLINK-11270 [DTC];60999;4034.0
STARLINK-11290 [DTC];61000;4039.0
STARLINK-11274 [DTC];61001;4034.0
STARLINK-11288 [DTC];61002;4035.0
STARLINK-32279;61003;3962.0
STARLINK-32336;61004;3961.0
STARLINK-32284;61005;3953.0
STARLINK-32282;61006;3960.0
STARLINK-32360;61007;3979.0
STARLINK-32340;61008;3957.0
STARLINK-32357;61009;4010.0
STARLINK-32347;61010;3958.0
GEESAT-3 01;61011;3727.0
GEESAT-3 02;61012;3721.0
GEESAT-3 03;61013;3801.0
GEESAT-3 04;61014;3843.0
GEESAT-3 05;61015;3720.0
GEESAT-3 06;61016;3723.0
GEESAT-3 07;61017;3655.0
GEESAT-3 08;61018;3719.0
GEESAT-3 09;61019;3719.0
GEESAT-3 10;61020;3724.0
SPACEMOBILE-003;61045;3685.0
SPACEMOBILE-005;61046;3685.0
SPACEMOBILE-001;61047;3685.0
SPACEMOBILE-002;61048;3685.0
SPACEMOBILE-004;61049;3672.0
STARLINK-11286 [DTC];61050;3817.0
STARLINK-11252 [DTC];61051;3817.0
STARLINK-11284 [DTC];61052;3817.0
STARLINK-11230 [DTC];61053;3921.0
STARLINK-11294 [DTC];61054;3817.0
STARLINK-11268 [DTC];61055;3818.0
STARLINK-11156 [DTC];61056;3818.0
STARLINK-11231 [DTC];61057;3816.0
STARLINK-11299 [DTC];61058;3817.0
STARLINK-11154 [DTC];61059;3817.0
STARLINK-11297 [DTC];61060;3817.0
STARLINK-11233 [DTC];61061;3817.0
STARLINK-11236 [DTC];61062;3906.0
STARLINK-32350;61063;3845.0
STARLINK-32378;61064;3842.0
STARLINK-32321;61065;3849.0
STARLINK-32381;61066;3843.0
STARLINK-32385;61068;3847.0
STARLINK-32380;61069;3845.0
STARLINK-32375;61070;3849.0
CHAMRAN-1;61072;3630.0
OBJECT B;61180;3775.0
GSAT0232 (GALILEO 32);61182;404.0
GSAT0226 (GALILEO 31);61183;402.0
BEIDOU-3 M25;61186;431.0
BEIDOU-3 M27;61187;179.0
JILIN-01 KUANFU 02B 1;61189;3548.0
JILIN-01 KUANFU 02B 2;61190;3548.0
JILIN-01 KUANFU 02B 3;61191;3548.0
JILIN-01 KUANFU 02B 4;61192;3548.0
JILIN-01 KUANFU 02B 5;61193;3548.0
JILIN-01 KUANFU 02B 6;61194;3549.0
TIANQI 29;61195;3303.0
TIANQI 30;61196;3303.0
TIANQI 31;61197;3303.0
TIANQI 32;61198;3305.0
STARLINK-11209 [DTC];61200;3806.0
STARLINK-11257 [DTC];61201;3709.0
STARLINK-11309 [DTC];61202;3711.0
STARLINK-11292 [DTC];61203;3806.0
STARLINK-11302 [DTC];61204;3716.0
STARLINK-11277 [DTC];61205;3806.0
STARLINK-11279 [DTC];61206;3710.0
STARLINK-11091 [DTC];61207;3711.0
STARLINK-11291 [DTC];61208;3713.0
STARLINK-11304 [DTC];61209;3811.0
STARLINK-11307 [DTC];61210;3709.0
STARLINK-11298 [DTC];61211;3709.0
STARLINK-11310 [DTC];61212;3711.0
STARLINK-32386;61213;3630.0
STARLINK-32392;61214;3725.0
STARLINK-32436;61215;3630.0
STARLINK-32425;61216;3627.0
STARLINK-32342;61217;3721.0
STARLINK-32423;61218;3719.0
STARLINK-32248;61219;3724.0
KINEIS-3C;61220;3416.0
KINEIS-3D;61221;3443.0
KINEIS-3E;61222;3444.0
KINEIS-3A;61223;3386.0
KINEIS-3B;61224;3443.0
OBJECT A;61227;3529.0
OBJECT B;61228;3544.0
OBJECT C;61229;3513.0
OBJECT D;61230;3541.0
OBJECT E;61231;3503.0
OBJECT F;61232;3537.0
OBJECT G;61233;3550.0
OBJECT H;61234;3559.0
OBJECT A;61238;3494.0
OBJECT B;61239;3493.0
OBJECT C;61240;3488.0
OBJECT D;61241;3490.0
OBJECT E;61242;3490.0
STARLINK-11300 [DTC];61243;3721.0
STARLINK-11276 [DTC];61244;3705.0
STARLINK-11280 [DTC];61245;3608.0
STARLINK-11308 [DTC];61246;3608.0
STARLINK-11305 [DTC];61247;3737.0
STARLINK-11317 [DTC];61248;3716.0
STARLINK-11293 [DTC];61249;3738.0
STARLINK-11334 [DTC];61250;3706.0
STARLINK-11319 [DTC];61251;3736.0
STARLINK-11318 [DTC];61252;3704.0
STARLINK-11311 [DTC];61253;3727.0
STARLINK-11306 [DTC];61254;3736.0
STARLINK-11313 [DTC];61255;3716.0
STARLINK-32431;61256;3531.0
STARLINK-32432;61257;3662.0
STARLINK-32382;61258;3639.0
STARLINK-32435;61259;3660.0
STARLINK-32474;61260;3658.0
STARLINK-32447;61261;3538.0
STARLINK-32446;61262;3662.0
HULIANWAN GAOGUI-03 (HG-03);61503;281.0
STARLINK-32174;61509;3367.0
STARLINK-32139;61510;3365.0
STARLINK-32140;61511;3356.0
STARLINK-32201;61512;3357.0
STARLINK-32030;61513;3365.0
STARLINK-31837;61514;3365.0
STARLINK-32136;61515;3355.0
STARLINK-32047;61516;3356.0
STARLINK-31756;61517;3359.0
STARLINK-32172;61518;3354.0
STARLINK-32338;61519;3360.0
STARLINK-32306;61520;3356.0
STARLINK-32297;61521;3365.0
STARLINK-32260;61522;3365.0
STARLINK-32305;61523;3355.0
STARLINK-32296;61524;3356.0
STARLINK-32298;61525;3360.0
STARLINK-32293;61526;3364.0
STARLINK-32313;61527;3360.0
STARLINK-32319;61528;3350.0
STARLINK-32351;61529;3361.0
STARLINK-32261;61530;3367.0
STARLINK-32358;61531;3355.0
STARLINK-11354 [DTC];61532;3316.0
STARLINK-11323 [DTC];61533;3314.0
STARLINK-11338 [DTC];61534;3314.0
STARLINK-11362 [DTC];61535;3428.0
STARLINK-11295 [DTC];61536;3314.0
STARLINK-11331 [DTC];61537;3429.0
STARLINK-11325 [DTC];61538;3316.0
STARLINK-11332 [DTC];61539;3314.0
STARLINK-11350 [DTC];61540;3314.0
STARLINK-11357 [DTC];61541;3313.0
STARLINK-11322 [DTC];61542;3421.0
STARLINK-11364 [DTC];61543;3315.0
STARLINK-11349 [DTC];61544;3314.0
STARLINK-32406;61545;3244.0
STARLINK-32445;61546;3244.0
STARLINK-32411;61547;3244.0
STARLINK-32424;61548;3244.0
STARLINK-32389;61549;3244.0
STARLINK-32476;61550;3244.0
STARLINK-32366;61551;3244.0
QIANFAN-19;61552;3948.0
QIANFAN-20;61553;3943.0
QIANFAN-21;61554;3957.0
QIANFAN-22;61555;3936.0
QIANFAN-23;61556;3948.0
QIANFAN-24;61557;3960.0
QIANFAN-25;61558;3946.0
QIANFAN-26;61559;3923.0
QIANFAN-27;61560;3966.0
QIANFAN-28;61561;3966.0
QIANFAN-29;61562;3896.0
QIANFAN-30;61563;3921.0
QIANFAN-31;61564;3914.0
QIANFAN-32;61565;3922.0
QIANFAN-33;61566;3932.0
QIANFAN-34;61567;3939.0
QIANFAN-35;61568;3967.0
QIANFAN-36;61569;3895.0
GAOFEN-12 05;61571;3096.0
STARLINK-11356 [DTC];61574;3353.0
STARLINK-11376 [DTC];61575;3345.0
STARLINK-11372 [DTC];61576;3350.0
STARLINK-11375 [DTC];61577;3352.0
STARLINK-11285 [DTC];61578;3345.0
STARLINK-11275 [DTC];61579;3345.0
STARLINK-11342 [DTC];61580;3355.0
STARLINK-11374 [DTC];61581;3354.0
STARLINK-11373 [DTC];61582;3349.0
STARLINK-11368 [DTC];61583;3345.0
STARLINK-11370 [DTC];61584;3350.0
STARLINK-11361 [DTC];61585;3350.0
STARLINK-11360 [DTC];61586;3355.0
STARLINK-32353;61587;3298.0
STARLINK-32325;61588;3306.0
STARLINK-32416;61589;3306.0
STARLINK-32413;61590;3304.0
STARLINK-32409;61591;3305.0
STARLINK-32422;61592;3306.0
STARLINK-32397;61593;3305.0
ONEWEB-0015;61594;3011.0
ONEWEB-0687;61595;3137.0
ONEWEB-0688;61596;3284.0
ONEWEB-0689;61597;3199.0
ONEWEB-0690;61598;3210.0
ONEWEB-0691;61599;3202.0
ONEWEB-0692;61600;3026.0
ONEWEB-0693;61601;3129.0
ONEWEB-0695;61602;3028.0
ONEWEB-0697;61603;3198.0
ONEWEB-0698;61604;3008.0
ONEWEB-0699;61605;3088.0
ONEWEB-0700;61606;3087.0
ONEWEB-0701;61607;3088.0
ONEWEB-0702;61608;3202.0
ONEWEB-0704;61609;3086.0
ONEWEB-0705;61610;2919.0
ONEWEB-0706;61611;2911.0
ONEWEB-0707;61612;3089.0
ONEWEB-0708;61613;3087.0
OBJECT A;61614;3048.0
STARLINK-32302;61621;3233.0
STARLINK-32364;61622;3227.0
STARLINK-32331;61623;3218.0
STARLINK-32398;61624;3152.0
STARLINK-32365;61625;3229.0
STARLINK-32333;61626;3223.0
STARLINK-32399;61627;3222.0
STARLINK-32421;61628;3224.0
STARLINK-32403;61629;3226.0
STARLINK-32390;61630;3222.0
STARLINK-32348;61631;3218.0
STARLINK-32455;61632;3214.0
STARLINK-32396;61633;3224.0
STARLINK-32355;61634;3223.0
STARLINK-32370;61635;3228.0
STARLINK-32405;61636;3147.0
STARLINK-32419;61637;3225.0
STARLINK-32320;61638;3229.0
STARLINK-32341;61639;3227.0
STARLINK-32339;61640;3229.0
STARLINK-32327;61641;3223.0
STARLINK-32264;61642;3222.0
STARLINK-32337;61643;3234.0
STARLINK-32238;61661;3163.0
STARLINK-32310;61662;3174.0
STARLINK-32308;61663;3162.0
STARLINK-32301;61664;3163.0
STARLINK-32439;61665;3168.0
STARLINK-32428;61666;3173.0
STARLINK-32414;61667;3173.0
STARLINK-32441;61668;3169.0
STARLINK-32400;61669;3174.0
STARLINK-32449;61670;3168.0
STARLINK-32453;61671;3048.0
STARLINK-32443;61672;3048.0
STARLINK-32417;61673;3173.0
STARLINK-32326;61674;3164.0
STARLINK-32294;61675;3048.0
STARLINK-32309;61676;3164.0
STARLINK-32323;61677;3163.0
STARLINK-32363;61678;3170.0
STARLINK-32395;61679;3047.0
STARLINK-32412;61680;3173.0
STARLINK-32426;61681;3166.0
STARLINK-32429;61682;3171.0
STARLINK-11335 [DTC];61687;3179.0
STARLINK-11344 [DTC];61688;3182.0
STARLINK-11312 [DTC];61689;3182.0
STARLINK-11340 [DTC];61690;3182.0
STARLINK-11339 [DTC];61691;3180.0
STARLINK-11315 [DTC];61692;3182.0
STARLINK-11366 [DTC];61693;3182.0
STARLINK-11348 [DTC];61694;3182.0
STARLINK-11327 [DTC];61695;3181.0
STARLINK-11341 [DTC];61696;3182.0
STARLINK-11346 [DTC];61697;3182.0
STARLINK-11336 [DTC];61698;3191.0
STARLINK-11296 [DTC];61699;3184.0
STARLINK-32349;61700;3113.0
STARLINK-32461;61701;3107.0
STARLINK-32299;61702;3124.0
STARLINK-32335;61703;3124.0
STARLINK-32387;61704;3108.0
STARLINK-32515;61705;3108.0
STARLINK-32533;61706;3114.0
STARLINK-32376;61707;3112.0
STARLINK-32402;61708;3117.0
STARLINK-32314;61709;3094.0
STARLINK-32404;61710;3108.0
STARLINK-32312;61711;3117.0
STARLINK-32343;61712;3104.0
STARLINK-32467;61713;3092.0
STARLINK-32440;61714;3085.0
STARLINK-32459;61715;3106.0
STARLINK-32465;61716;3105.0
STARLINK-32457;61717;3116.0
STARLINK-32591;61718;3132.0
STARLINK-32344;61719;3116.0
STARLINK-32322;61720;3106.0
STARLINK-32469;61721;3089.0
STARLINK-32438;61722;3115.0
STARLINK-32540;61723;3142.0
STARLINK-32528;61724;3084.0
STARLINK-32573;61725;3117.0
STARLINK-32478;61726;3103.0
STARLINK-32511;61727;3117.0
STARLINK-32475;61728;3101.0
STARLINK-32442;61729;3101.0
COSMOS 2579;61730;2951.0
DSN-3 (KIRAMEKI-3);61733;194.0
IONOSFERA-M 1;61735;7082.0
IONOSFERA-M 2;61736;7395.0
SITRO-AIS 16;61737;7200.0
SITRO-AIS 15;61738;7200.0
SITRO-AIS 21;61739;7202.0
SITRO-AIS 22;61740;7216.0
SITRO-AIS 24;61741;7214.0
SITRO-AIS 23;61742;7202.0
SITRO-AIS 13;61743;7217.0
OBJECT K;61744;7276.0
POLYTECH UNIVERSE-5;61745;7591.0
COLIBRI-S (RS67S);61746;7589.0
POLYTECH UNIVERSE-4;61747;7589.0
SITRO-AIS 44;61748;7592.0
VIZARD-ION (RS68S);61749;7590.0
OBJECT R;61750;7589.0
OBJECT S;61751;7587.0
SITRO-AIS 14;61752;7531.0
HORS 3 (RS81S);61753;7590.0
HORS 4 (RS82S);61754;7591.0
SITRO-AIS 43;61755;7592.0
SITRO-AIS 42;61756;7592.0
HORIZON (RS59S);61757;7593.0
SITRO-AIS 20;61758;7531.0
SITRO-AIS 19;61759;7531.0
SITRO-AIS 41;61760;7592.0
OBJECT AC;61761;7591.0
ARCTICSAT 1 (RS74S);61762;7593.0
SIT-HSE;61763;7592.0
SIT-2086;61764;7276.0
MORDOVIA-IOT (RS50S);61765;7281.0
RUZAEVKA 390 (RS44S);61766;7280.0
NOKHCHO;61767;7283.0
OBJECT AK;61768;7276.0
KOSAR;61769;7277.0
SITRO-AIS 48;61771;7274.0
HYPERVIEW 1G (RS66S);61772;7275.0
SITRO-AIS 47;61773;7274.0
SITRO-AIS 46;61774;7274.0
OBJECT AS;61775;7271.0
SITRO-AIS 40;61776;7589.0
OBJECT AU;61777;7271.0
SITRO-AIS 39;61778;7274.0
ALTAIR (RS65S);61779;7585.0
SITRO-AIS 37;61780;7274.0
ASRTU-1 (AO-123);61781;7270.0
TUSUR GO (RS78S);61782;7276.0
ZIMSAT-2;61783;7593.0
SAMSAT-IONOSPHERE (RS75S);61784;7589.0
RTU MIREA 1 (RS51S);61785;7274.0
SITRO-AIS 38;61786;7274.0
OBJECT BE;61787;7585.0
SITRO-AIS 45;61788;7272.0
SITRO-AIS 17;61789;7221.0
SITRO-AIS 18;61790;7221.0
PROTOSAT-1;61793;2793.0
STARLINK-32362;61845;3001.0
STARLINK-32472;61846;2937.0
STARLINK-32352;61847;3000.0
STARLINK-32427;61848;3000.0
STARLINK-32346;61849;2991.0
STARLINK-32330;61850;2993.0
STARLINK-32379;61851;2937.0
STARLINK-32433;61852;2993.0
STARLINK-32394;61853;2993.0
STARLINK-32486;61854;2993.0
STARLINK-32391;61855;2930.0
STARLINK-32483;61856;2927.0
STARLINK-32451;61857;2958.0
STARLINK-32556;61858;2925.0
STARLINK-32466;61859;2993.0
STARLINK-32316;61860;2927.0
STARLINK-32415;61861;2929.0
STARLINK-32393;61862;2966.0
STARLINK-32324;61863;2929.0
STARLINK-32318;61864;2993.0
STARLINK-32401;61865;2930.0
STARLINK-32588;61866;2993.0
STARLINK-32569;61867;2930.0
OBJECT A;61869;2803.0
OBJECT B;61870;2804.0
OBJECT C;61871;2804.0
OBJECT D;61872;2804.0
STARLINK-11402 [DTC];61874;2968.0
STARLINK-11316 [DTC];61875;2967.0
STARLINK-11401 [DTC];61876;2967.0
STARLINK-11321 [DTC];61877;2967.0
STARLINK-11314 [DTC];61878;2970.0
STARLINK-11324 [DTC];61879;2970.0
STARLINK-11328 [DTC];61880;2969.0
STARLINK-11329 [DTC];61881;2971.0
STARLINK-11398 [DTC];61882;2969.0
STARLINK-11383 [DTC];61883;2967.0
STARLINK-11359 [DTC];61884;2969.0
STARLINK-11301 [DTC];61885;2971.0
STARLINK-11351 [DTC];61886;2967.0
STARLINK-32410;61887;2908.0
STARLINK-32377;61888;2904.0
STARLINK-32292;61889;2906.0
STARLINK-32501;61890;2907.0
STARLINK-32383;61891;2907.0
STARLINK-32239;61892;2908.0
STARLINK-32489;61893;2907.0
OBJECT A;61894;2767.0
OBJECT B;61895;2771.0
OBJECT C;61896;2764.0
OBJECT D;61897;2767.0
OBJECT E;61898;2764.0
OBJECT F;61899;2770.0
OBJECT G;61900;2765.0
OBJECT H;61901;2772.0
OBJECT J;61902;2764.0
OBJECT K;61903;2770.0
OBJECT L;61904;2765.0
OBJECT M;61905;2767.0
OBJECT N;61906;2774.0
OBJECT P;61907;2769.0
OBJECT Q;61908;2769.0
KOREASAT 6A;61910;182.0
STARLINK-32303;61912;2935.0
STARLINK-32434;61913;606.0
STARLINK-32460;61914;2845.0
STARLINK-32559;61915;2935.0
STARLINK-32541;61916;2860.0
STARLINK-32544;61917;2919.0
STARLINK-32555;61918;2902.0
STARLINK-32547;61919;2870.0
STARLINK-32616;61920;198.0
STARLINK-32605;61921;2846.0
STARLINK-32579;61922;2920.0
STARLINK-32537;61923;2866.0
STARLINK-32564;61924;2930.0
STARLINK-32536;61925;2930.0
STARLINK-32624;61926;2924.0
STARLINK-32622;61927;2924.0
STARLINK-32620;61928;2918.0
STARLINK-32609;61929;2914.0
STARLINK-32567;61930;2928.0
STARLINK-32420;61931;2933.0
STARLINK-32354;61932;2909.0
STARLINK-32361;61933;2870.0
STARLINK-32563;61934;2919.0
STARLINK-32500;61935;2925.0
HAIYANG 4-01;61936;2654.0
STARLINK-11407 [DTC];61939;2948.0
STARLINK-11337 [DTC];61940;2952.0
STARLINK-11353 [DTC];61941;2944.0
STARLINK-11320 [DTC];61942;2945.0
STARLINK-11425 [DTC];61943;2947.0
STARLINK-11422 [DTC];61944;2945.0
STARLINK-11421 [DTC];61945;2944.0
STARLINK-11410 [DTC];61946;2941.0
STARLINK-11390 [DTC];61947;2951.0
STARLINK-11414 [DTC];61948;2951.0
STARLINK-11424 [DTC];61949;2944.0
STARLINK-11423 [DTC];61950;2952.0
STARLINK-11395 [DTC];61951;2948.0
STARLINK-32572;61952;2889.0
STARLINK-32585;61953;2888.0
STARLINK-32574;61954;2890.0
STARLINK-32583;61955;2882.0
STARLINK-32273;61956;2880.0
STARLINK-32359;61957;2882.0
STARLINK-32566;61958;2891.0
STARLINK-32499;61959;2893.0
STARLINK-32372;61960;2876.0
STARLINK-32452;61961;2889.0
STARLINK-32458;61962;2891.0
STARLINK-32487;61963;2892.0
STARLINK-32513;61964;2903.0
STARLINK-32514;61965;2899.0
STARLINK-32498;61966;2901.0
STARLINK-32518;61967;2882.0
STARLINK-32471;61968;2904.0
STARLINK-32450;61969;2884.0
STARLINK-32613;61970;2886.0
STARLINK-32610;61971;2886.0
STARLINK-32612;61972;2892.0
STARLINK-32601;61973;2883.0
STARLINK-32593;61974;2891.0
STARLINK-32586;61975;2892.0
STARLINK-32611;61976;2882.0
STARLINK-32607;61977;2895.0
STARLINK-32606;61978;2887.0
STARLINK-32578;61979;2895.0
STARLINK-32517;61980;2887.0
STARLINK-32522;61981;2891.0
STARLINK-32560;61982;2877.0
OPTUS-X (ADS-01);62006;174.0
STARLINK-11433 [DTC];62008;2892.0
STARLINK-11262 [DTC];62009;2880.0
STARLINK-11326 [DTC];62010;2766.0
STARLINK-11330 [DTC];62011;2864.0
STARLINK-11363 [DTC];62012;2863.0
STARLINK-11377 [DTC];62013;2892.0
STARLINK-11385 [DTC];62014;2870.0
STARLINK-11396 [DTC];62015;2855.0
STARLINK-11393 [DTC];62016;2865.0
STARLINK-11343 [DTC];62017;2766.0
