Name;NORAD_number;Revolution_number
HAWK-9C;59448;5976.0
HAWK-8C;59449;5975.0
HAWK-9B;59450;5975.0
CENTAURI-6;59451;5984.0
KORSAT-1;59452;6004.0
STARLINK-31622;59456;6255.0
STARLINK-31319;59457;6256.0
STARLINK-31625;59458;6253.0
STARLINK-31631;59459;6253.0
STARLINK-31620;59460;6253.0
STARLINK-31511;59462;6249.0
STARLINK-31364;59463;6253.0
STARLINK-31597;59464;6244.0
STARLINK-31621;59465;6249.0
STARLINK-31462;59466;6249.0
STARLINK-31592;59467;6255.0
STARLINK-31267;59468;6254.0
STARLINK-31381;59469;6259.0
STARLINK-31546;59470;6256.0
STARLINK-31575;59471;6254.0
STARLINK-31610;59473;6252.0
STARLINK-31581;59474;6260.0
STARLINK-31566;59475;6252.0
STARLINK-31515;59476;6250.0
STARLINK-31531;59477;6312.0
DUMMY SAT 3;59479;386.0
WSF-M;59481;5626.0
STARLINK-31753;59484;6215.0
STARLINK-31733;59486;6214.0
STARLINK-31657;59487;6219.0
STARLINK-31754;59488;6214.0
STARLINK-31638;59489;6215.0
STARLINK-31670;59490;6199.0
STARLINK-31712;59491;6210.0
STARLINK-31684;59492;6204.0
STARLINK-31678;59493;6216.0
STARLINK-31744;59494;6209.0
STARLINK-31719;59495;6214.0
STARLINK-31728;59496;6208.0
STARLINK-31720;59497;6211.0
STARLINK-31731;59498;6213.0
STARLINK-31742;59499;6213.0
STARLINK-31512;59500;6262.0
STARLINK-31458;59501;6214.0
STARLINK-31357;59502;6217.0
STARLINK-31508;59503;6211.0
STARLINK-31535;59504;6207.0
STARLINK-31533;59505;6213.0
STARLINK-31524;59506;6223.0
SUPERVIEW NEO-3 01;59510;5981.0
STARLINK-31635;59511;6144.0
STARLINK-31650;59512;6014.0
STARLINK-31658;59513;601.0
STARLINK-31669;59515;6144.0
STARLINK-31671;59516;6145.0
STARLINK-31674;59517;6144.0
STARLINK-31679;59519;6152.0
STARLINK-31370;59520;6134.0
STARLINK-31404;59521;6017.0
STARLINK-31453;59522;6154.0
STARLINK-31476;59523;6134.0
STARLINK-31376;59524;591.0
STARLINK-31538;59525;6129.0
STARLINK-31564;59526;6140.0
STARLINK-31452;59527;6134.0
STARLINK-31618;59528;6145.0
STARLINK-31513;59529;6148.0
STARLINK-31392;59530;6145.0
STARLINK-31619;59531;6134.0
STARLINK-31624;59532;6149.0
STARLINK-31509;59533;6140.0
STARLINK-31734;59534;5999.0
STARLINK-31738;59535;5998.0
STARLINK-31721;59536;5994.0
STARLINK-31737;59537;5996.0
STARLINK-31725;59538;6131.0
STARLINK-31539;59539;5992.0
STARLINK-31397;59540;6113.0
STARLINK-31481;59541;6120.0
STARLINK-31540;59542;6120.0
STARLINK-31574;59543;6113.0
STARLINK-31556;59544;6119.0
STARLINK-31582;59545;5996.0
STARLINK-31519;59546;6120.0
STARLINK-31736;59547;6007.0
STARLINK-31675;59548;6120.0
STARLINK-31722;59549;6115.0
STARLINK-31741;59550;5994.0
STARLINK-31699;59551;6120.0
STARLINK-31750;59552;5998.0
STARLINK-31723;59553;5998.0
STARLINK-31724;59554;6154.0
STARLINK-31730;59555;5999.0
STARLINK-31718;59556;6119.0
OBJECT A;59557;5900.0
STARLINK-31747;59564;6053.0
STARLINK-31388;59565;6049.0
STARLINK-31332;59566;6055.0
STARLINK-31689;59567;6050.0
STARLINK-31471;59568;6035.0
STARLINK-31470;59569;6039.0
STARLINK-31587;59570;6042.0
STARLINK-31606;59571;6038.0
STARLINK-31666;59572;606.0
STARLINK-31683;59573;6048.0
STARLINK-31751;59574;6052.0
STARLINK-31510;59575;6053.0
STARLINK-31663;59576;6052.0
STARLINK-31692;59577;6049.0
STARLINK-31685;59578;6053.0
STARLINK-31686;59579;6048.0
STARLINK-31668;59580;6053.0
STARLINK-31690;59581;6050.0
STARLINK-31701;59582;6037.0
STARLINK-31697;59583;6040.0
STARLINK-31662;59584;6052.0
STARLINK-31702;59585;6042.0
STARLINK-31704;59586;586.0
NEONSAT-1;59587;5844.0
ACS3;59588;5263.0
GSAT0225 (GALILEO 29);59598;648.0
GSAT0227 (GALILEO 30);59600;651.0
STARLINK-31770;59601;5979.0
STARLINK-31778;59602;5979.0
STARLINK-31776;59603;5846.0
STARLINK-31765;59604;5973.0
STARLINK-31767;59605;5851.0
STARLINK-31782;59606;5846.0
STARLINK-31755;59607;5974.0
STARLINK-31585;59608;5975.0
STARLINK-31667;59609;5851.0
STARLINK-31729;59610;5974.0
STARLINK-31448;59611;5979.0
STARLINK-31748;59612;5974.0
STARLINK-31746;59613;5846.0
STARLINK-31762;59614;5979.0
STARLINK-31761;59615;5973.0
STARLINK-31768;59616;606.0
STARLINK-31769;59617;5978.0
STARLINK-31784;59618;5846.0
STARLINK-31777;59619;5846.0
STARLINK-31771;59620;5850.0
STARLINK-31758;59621;5846.0
STARLINK-31774;59622;5979.0
STARLINK-31763;59623;5977.0
LEGION 1;59625;5690.0
LEGION 2;59626;5685.0
STARLINK-31749;59631;5857.0
STARLINK-31781;59632;5893.0
STARLINK-31541;59633;5901.0
STARLINK-31797;59634;5883.0
STARLINK-31798;59635;5880.0
STARLINK-31802;59636;5884.0
STARLINK-31791;59637;5874.0
STARLINK-31727;59638;5878.0
STARLINK-31807;59639;5878.0
STARLINK-31806;59640;5883.0
STARLINK-31804;59641;5883.0
STARLINK-31660;59642;5947.0
STARLINK-31800;59643;5889.0
STARLINK-31789;59644;5899.0
STARLINK-31795;59645;5943.0
STARLINK-31796;59646;5900.0
STARLINK-31801;59647;5888.0
STARLINK-31790;59648;5941.0
STARLINK-31787;59650;5889.0
STARLINK-31277;59651;5904.0
STARLINK-31799;59652;5886.0
STARLINK-31764;59653;5904.0
STARLINK-31589;59654;5844.0
STARLINK-31665;59655;5842.0
STARLINK-31912;59656;5834.0
STARLINK-31904;59657;5831.0
STARLINK-31858;59658;5838.0
STARLINK-31881;59659;5838.0
STARLINK-31885;59660;5842.0
STARLINK-31880;59661;5838.0
STARLINK-31886;59662;5834.0
STARLINK-31909;59663;5835.0
STARLINK-31910;59664;5836.0
STARLINK-31902;59666;5832.0
STARLINK-31913;59667;5834.0
STARLINK-31866;59668;5853.0
STARLINK-31917;59669;5838.0
STARLINK-31860;59670;5842.0
STARLINK-31854;59671;5851.0
STARLINK-31842;59672;5840.0
STARLINK-31871;59673;5842.0
STARLINK-31875;59674;5845.0
STARLINK-31877;59675;5838.0
STARLINK-31884;59676;5845.0
OBJECT B;59678;5667.0
OBJECT C;59679;5651.0
OBJECT D;59680;5648.0
STARLINK-32108;59682;5799.0
STARLINK-32080;59683;5806.0
STARLINK-32091;59684;5813.0
STARLINK-32085;59685;5809.0
STARLINK-32100;59686;5824.0
STARLINK-32089;59687;5802.0
STARLINK-32103;59688;5814.0
STARLINK-32105;59689;5804.0
STARLINK-32106;59690;5807.0
STARLINK-32090;59691;5792.0
STARLINK-32088;59693;5813.0
STARLINK-32107;59694;5811.0
STARLINK-32104;59695;5811.0
STARLINK-32094;59696;5780.0
STARLINK-32099;59697;5805.0
STARLINK-32096;59698;5810.0
STARLINK-32102;59699;5787.0
STARLINK-32092;59700;5809.0
STARLINK-32093;59701;5803.0
STARLINK-32087;59702;5810.0
STARLINK-32086;59703;5798.0
STARLINK-32098;59704;5809.0
ZHIHUI TIANWANG-1 01A;59705;727.0
ZHIHUI TIANWANG-1 01B;59706;691.0
STARLINK-11107 [DTC];59708;5894.0
STARLINK-11088 [DTC];59709;5902.0
STARLINK-11092 [DTC];59710;5903.0
STARLINK-11082 [DTC];59711;5903.0
STARLINK-11108 [DTC];59712;5894.0
STARLINK-11100 [DTC];59713;5903.0
STARLINK-11094 [DTC];59714;5890.0
STARLINK-11101 [DTC];59715;5891.0
STARLINK-11099 [DTC];59716;5903.0
STARLINK-11084 [DTC];59717;5890.0
STARLINK-11103 [DTC];59718;5890.0
STARLINK-11096 [DTC];59719;5902.0
STARLINK-11095 [DTC];59720;5903.0
STARLINK-31834;59721;5754.0
STARLINK-31843;59722;5758.0
STARLINK-31766;59723;5759.0
STARLINK-31836;59724;5760.0
STARLINK-31820;59725;5758.0
STARLINK-31642;59726;5759.0
STARLINK-31827;59727;5772.0
SHIYAN-23 (SY-23);59728;5439.0
STARLINK-31472;59730;5743.0
STARLINK-31817;59731;5741.0
STARLINK-31841;59732;5789.0
STARLINK-31833;59733;5738.0
STARLINK-31849;59734;5757.0
STARLINK-31661;59735;5751.0
STARLINK-31707;59736;5749.0
STARLINK-31821;59737;5742.0
STARLINK-31819;59738;5729.0
STARLINK-31726;59739;5744.0
STARLINK-31759;59740;5748.0
STARLINK-31818;59741;5747.0
STARLINK-31816;59742;5736.0
STARLINK-31809;59743;5745.0
STARLINK-31779;59744;5743.0
STARLINK-31805;59745;5744.0
STARLINK-31681;59746;5756.0
STARLINK-31636;59747;5747.0
STARLINK-31640;59748;5747.0
STARLINK-31677;59749;5739.0
STARLINK-31783;59750;5749.0
STARLINK-31808;59751;5738.0
STARLINK-31822;59752;5747.0
STARLINK-11125 [DTC];59753;618.0
STARLINK-11118 [DTC];59754;5822.0
STARLINK-11132 [DTC];59755;5822.0
STARLINK-11131 [DTC];59756;5822.0
STARLINK-11114 [DTC];59757;5822.0
STARLINK-11105 [DTC];59758;5824.0
STARLINK-11097 [DTC];59759;5824.0
STARLINK-11098 [DTC];59760;5824.0
STARLINK-11117 [DTC];59761;5824.0
STARLINK-11110 [DTC];59762;5823.0
STARLINK-11104 [DTC];59763;5822.0
STARLINK-11111 [DTC];59764;5824.0
STARLINK-11106 [DTC];59765;5822.0
STARLINK-31739;59766;5699.0
STARLINK-31828;59767;5694.0
STARLINK-31826;59768;5694.0
STARLINK-31830;59769;5694.0
STARLINK-31829;59770;5694.0
STARLINK-31786;59771;5694.0
STARLINK-31835;59772;5695.0
COSMOS 2576;59773;5537.0
OBJECT B;59774;5462.0
OBJECT C;59775;5464.0
OBJECT D;59776;5461.0
OBJECT E;59777;5464.0
OBJECT F;59778;5458.0
OBJECT G;59779;5166.0
OBJECT H;59780;5166.0
OBJECT J;59781;5166.0
STARLINK-31363;59782;5673.0
STARLINK-31868;59783;5677.0
STARLINK-31848;59784;5665.0
STARLINK-31890;59785;5672.0
STARLINK-31862;59786;5659.0
STARLINK-31870;59787;5662.0
STARLINK-31888;59788;5665.0
STARLINK-31863;59789;5670.0
STARLINK-31873;59790;5670.0
STARLINK-31865;59791;5674.0
STARLINK-31823;59794;5670.0
STARLINK-31916;59795;5670.0
STARLINK-31907;59797;5660.0
STARLINK-31687;59798;5658.0
STARLINK-31810;59799;5665.0
STARLINK-31812;59800;5681.0
STARLINK-31815;59801;5660.0
STARLINK-31814;59802;5658.0
STARLINK-31794;59803;5672.0
STARLINK-31824;59804;5665.0
OBJECT A;59805;5451.0
OBJECT B;59806;5450.0
OBJECT C;59807;5450.0
OBJECT D;59808;5449.0
OBJECT K;59809;5409.0
OBJECT A;59810;5396.0
OBJECT B;59811;5536.0
OBJECT C;59812;5424.0
OBJECT D;59813;5430.0
STARLINK-31947;59835;5590.0
STARLINK-31929;59836;5591.0
STARLINK-31927;59837;5587.0
STARLINK-31855;59838;5590.0
STARLINK-31887;59839;5584.0
STARLINK-31925;59840;5592.0
STARLINK-31852;59841;5606.0
STARLINK-31906;59842;5585.0
STARLINK-31857;59843;5590.0
STARLINK-31851;59844;5592.0
STARLINK-31903;59845;5604.0
STARLINK-31922;59846;5584.0
STARLINK-31889;59847;5593.0
STARLINK-31859;59848;5600.0
STARLINK-31895;59849;5590.0
STARLINK-31899;59850;5592.0
STARLINK-31896;59851;5597.0
STARLINK-31897;59852;5619.0
STARLINK-31892;59853;5586.0
STARLINK-31891;59854;5584.0
STARLINK-31882;59855;5594.0
STARLINK-31691;59856;5590.0
STARLINK-31569;59857;5592.0
STARLINK-31654;59858;5580.0
STARLINK-31442;59859;5519.0
STARLINK-31651;59860;5518.0
STARLINK-31584;59862;5508.0
STARLINK-31950;59863;5523.0
STARLINK-31931;59864;5523.0
STARLINK-31938;59865;5588.0
STARLINK-31941;59866;5536.0
STARLINK-31952;59867;5523.0
STARLINK-31921;59868;5560.0
STARLINK-31760;59869;5522.0
STARLINK-31945;59870;5525.0
STARLINK-31937;59871;5520.0
STARLINK-31940;59873;5504.0
STARLINK-31933;59874;5523.0
STARLINK-31936;59875;5561.0
STARLINK-31935;59876;5523.0
STARLINK-31934;59877;5525.0
STARLINK-31943;59878;5507.0
STARLINK-31926;59879;5590.0
STARLINK-31919;59880;5583.0
PREFIRE-2;59881;5340.0
STARLINK-31974;59885;5508.0
STARLINK-31975;59886;5508.0
STARLINK-31976;59887;5512.0
STARLINK-31965;59888;5506.0
STARLINK-31969;59889;5518.0
STARLINK-31951;59890;5503.0
STARLINK-31949;59891;5507.0
STARLINK-31977;59892;5523.0
STARLINK-31963;59893;5519.0
STARLINK-31961;59894;5519.0
STARLINK-31964;59895;5512.0
STARLINK-31905;59896;5523.0
STARLINK-31928;59897;5507.0
STARLINK-31953;59898;5523.0
STARLINK-31942;59899;5515.0
STARLINK-31676;59900;5506.0
STARLINK-31908;59901;5523.0
STARLINK-31914;59902;5505.0
STARLINK-31850;59903;5506.0
STARLINK-31924;59904;5507.0
STARLINK-31898;59905;5523.0
STARLINK-31861;59906;5514.0
STARLINK-31920;59907;5541.0
EARTHCARE;59908;5427.0
TIANQI 25;59909;4889.0
TIANQI 26;59910;4889.0
TIANQI 27;59911;4888.0
TIANQI 28;59912;4888.0
PAKSAT-MM1;59915;350.0
OBJECT A;59917;5244.0
OBJECT B;59918;5243.0
OBJECT C;59919;5249.0
OBJECT D;59920;5251.0
OBJECT E;59921;5248.0
STARLINK-31872;59922;5450.0
STARLINK-31972;59923;5448.0
STARLINK-31958;59924;5455.0
STARLINK-31959;59925;5453.0
STARLINK-31957;59926;5458.0
STARLINK-31968;59927;5453.0
STARLINK-31970;59928;5462.0
STARLINK-31932;59929;5450.0
STARLINK-31956;59930;5449.0
STARLINK-31960;59931;5453.0
STARLINK-31432;59932;5445.0
STARLINK-31853;59933;5456.0
STARLINK-31971;59934;5440.0
STARLINK-31962;59936;5447.0
STARLINK-31879;59937;5452.0
STARLINK-31876;59938;5344.0
STARLINK-31955;59939;5454.0
STARLINK-31946;59940;5451.0
STARLINK-31948;59941;5453.0
STARLINK-31900;59942;5449.0
STARLINK-31973;59943;5443.0
STARLINK-31966;59944;5447.0
STARLINK-11145 [DTC];59945;5487.0
STARLINK-11113 [DTC];59947;5491.0
STARLINK-11123 [DTC];59948;5501.0
STARLINK-11138 [DTC];59949;5500.0
STARLINK-11130 [DTC];59950;5487.0
STARLINK-11124 [DTC];59952;5494.0
STARLINK-11143 [DTC];59953;5495.0
STARLINK-11133 [DTC];59954;5495.0
STARLINK-11144 [DTC];59955;5500.0
STARLINK-11134 [DTC];59956;5483.0
STARLINK-11142 [DTC];59957;5489.0
STARLINK-31995;59958;5364.0
STARLINK-31989;59959;5378.0
STARLINK-31856;59960;5377.0
STARLINK-31993;59961;5364.0
STARLINK-31980;59962;5378.0
STARLINK-31991;59963;5376.0
STARLINK-31979;59964;5370.0
PREFIRE-1;59965;5179.0
OBJECT A;60012;5146.0
OBJECT B;60013;5148.0
OBJECT C;60014;5101.0
STARLINK-31978;60016;5291.0
STARLINK-31987;60017;5297.0
STARLINK-31984;60018;5286.0
STARLINK-31986;60019;5300.0
STARLINK-31883;60020;5293.0
STARLINK-31967;60021;5305.0
STARLINK-31982;60022;5301.0
STARLINK-31992;60023;5303.0
STARLINK-31990;60024;5301.0
STARLINK-31864;60025;5299.0
STARLINK-31939;60026;5300.0
STARLINK-32012;60027;5300.0
STARLINK-32008;60028;5300.0
STARLINK-32006;60029;5301.0
STARLINK-32011;60030;5300.0
STARLINK-31878;60031;5345.0
STARLINK-32017;60032;5301.0
STARLINK-31998;60033;5297.0
STARLINK-32005;60034;5289.0
STARLINK-31981;60035;5291.0
STARLINK-31985;60036;5292.0
STARLINK-31918;60037;5293.0
STARLINK-11129 [DTC];60038;5420.0
STARLINK-11140 [DTC];60039;5414.0
STARLINK-11122 [DTC];60040;5419.0
STARLINK-11149 [DTC];60041;5420.0
STARLINK-11120 [DTC];60042;5371.0
STARLINK-11086 [DTC];60043;5420.0
STARLINK-11148 [DTC];60044;5420.0
STARLINK-11116 [DTC];60045;5420.0
STARLINK-11155 [DTC];60046;5372.0
STARLINK-11163 [DTC];60047;5372.0
STARLINK-11135 [DTC];60048;5372.0
STARLINK-11151 [DTC];60049;5371.0
STARLINK-11137 [DTC];60050;5372.0
STARLINK-31811;60051;5300.0
STARLINK-31775;60052;5283.0
STARLINK-31793;60053;5294.0
STARLINK-31735;60054;5283.0
STARLINK-31788;60055;5289.0
STARLINK-31825;60056;5283.0
STARLINK-31437;60057;5298.0
STARLINK-11181 [DTC];60059;5275.0
STARLINK-11176 [DTC];60060;5253.0
STARLINK-11167 [DTC];60061;5269.0
STARLINK-11166 [DTC];60062;5226.0
STARLINK-11165 [DTC];60063;5228.0
STARLINK-11169 [DTC];60064;5231.0
STARLINK-11102 [DTC];60065;5252.0
STARLINK-11141 [DTC];60066;5257.0
STARLINK-11153 [DTC];60067;5228.0
STARLINK-11170 [DTC];60068;5226.0
STARLINK-11171 [DTC];60069;5226.0
STARLINK-11186 [DTC];60070;5267.0
STARLINK-11184 [DTC];60071;5258.0
STARLINK-32032;60077;5116.0
KINEIS-1B;60079;4823.0
KINEIS-1C;60081;4820.0
KINEIS-1D;60082;4812.0
KINEIS-1E;60083;4822.0
KINEIS-1A;60084;4821.0
ASTRA 1P (SES-24);60086;318.0
CATCH-1;60088;4819.0
SVOM;60089;4817.0
STARLINK-31441;60091;5083.0
STARLINK-32044;60092;5084.0
STARLINK-31239;60093;5083.0
STARLINK-32007;60094;5063.0
STARLINK-32028;60095;5083.0
STARLINK-32016;60096;5079.0
STARLINK-32003;60097;5082.0
STARLINK-32026;60098;5060.0
STARLINK-31732;60099;5084.0
STARLINK-31996;60100;5068.0
STARLINK-31999;60101;5083.0
STARLINK-31954;60102;5058.0
STARLINK-32013;60103;5083.0
STARLINK-32009;60104;5083.0
STARLINK-32018;60105;5083.0
STARLINK-32045;60106;5083.0
STARLINK-32035;60107;5083.0
STARLINK-32042;60108;5083.0
STARLINK-32040;60109;5080.0
STARLINK-32001;60110;5078.0
STARLINK-32015;60111;5084.0
STARLINK-32024;60112;5082.0
STARLINK-11201 [DTC];60113;5166.0
STARLINK-11198 [DTC];60114;5165.0
STARLINK-11112 [DTC];60115;5072.0
STARLINK-11210 [DTC];60116;5072.0
STARLINK-11203 [DTC];60117;5184.0
STARLINK-11177 [DTC];60118;5073.0
STARLINK-11127 [DTC];60119;5071.0
STARLINK-11164 [DTC];60120;5071.0
STARLINK-11119 [DTC];60121;5182.0
STARLINK-11157 [DTC];60122;5073.0
STARLINK-11162 [DTC];60123;5073.0
STARLINK-11161 [DTC];60124;5072.0
STARLINK-11160 [DTC];60125;5182.0
STARLINK-31846;60126;4964.0
STARLINK-31840;60127;4964.0
STARLINK-31813;60128;4964.0
STARLINK-31845;60129;4967.0
STARLINK-31838;60130;4963.0
STARLINK-31785;60131;4964.0
STARLINK-31792;60132;5070.0
GOES 19;60133;295.0
STARLINK-32043;60135;5029.0
STARLINK-32112;60136;5036.0
STARLINK-32050;60137;5005.0
STARLINK-32025;60138;5029.0
STARLINK-31867;60139;5028.0
STARLINK-31694;60140;5037.0
STARLINK-32036;60141;5038.0
STARLINK-32031;60142;5038.0
STARLINK-32027;60143;5037.0
STARLINK-32033;60144;5030.0
STARLINK-32029;60145;5030.0
STARLINK-32127;60146;5029.0
STARLINK-32019;60147;5023.0
STARLINK-32021;60148;5050.0
STARLINK-32022;60149;5037.0
STARLINK-32014;60150;5029.0
STARLINK-32004;60151;5039.0
STARLINK-32147;60152;5028.0
STARLINK-32131;60153;5038.0
STARLINK-32145;60154;5027.0
STARLINK-32137;60155;5026.0
STARLINK-32048;60156;5029.0
STARLINK-32129;60157;5043.0
ZHONGXING-3A;60179;329.0
ILLUMA-T;60181;4968.0
ALOS-4 (DAICHI-4);60182;4674.0
STARLINK-11168 [DTC];60183;5054.0
STARLINK-11187 [DTC];60184;5052.0
STARLINK-11180 [DTC];60185;5053.0
STARLINK-11197 [DTC];60186;5041.0
STARLINK-11194 [DTC];60187;5042.0
STARLINK-11189 [DTC];60188;4922.0
STARLINK-11183 [DTC];60189;5017.0
STARLINK-11179 [DTC];60190;5030.0
STARLINK-11175 [DTC];60191;4922.0
STARLINK-11173 [DTC];60192;5051.0
STARLINK-11172 [DTC];60193;5041.0
STARLINK-11152 [DTC];60194;5048.0
STARLINK-11193 [DTC];60195;5052.0
STARLINK-31869;60196;4821.0
STARLINK-32023;60197;4821.0
STARLINK-32046;60198;4944.0
STARLINK-32049;60199;4945.0
STARLINK-32002;60200;4941.0
STARLINK-32020;60201;4823.0
STARLINK-32041;60202;4946.0
OBJECT A;60203;4766.0
OBJECT B;60204;4807.0
OBJECT C;60205;4783.0
R5-S4;60206;4765.0
R5-S2;60207;4762.0
TECHEDSAT-11;60208;4767.0
MESAT1;60209;4774.0
TIANHUI 5C;60211;4632.0
TIANHUI 5D;60212;4633.0
TURKSAT 6A;60233;309.0
3CAT-4;60236;4606.0
GRBBETA;60237;4598.0
ISTSAT-1;60238;4613.0
OOV-CUBE (TUBSAT-30);60240;4596.0
CURIUM ONE;60242;4600.0
ROBUSTA-3A (MEDITERRANEE);60243;4601.0
CATSAT;60246;4574.0
GAOFEN-11 05;60249;4569.0
STARLINK-32138;60255;4596.0
STARLINK-32212;60256;4565.0
STARLINK-32166;60257;4567.0
STARLINK-32200;60258;4566.0
STARLINK-32207;60259;4566.0
STARLINK-32125;60260;4570.0
STARLINK-32160;60261;4573.0
STARLINK-32163;60262;4567.0
STARLINK-32148;60263;4571.0
STARLINK-32121;60264;4570.0
STARLINK-32120;60265;4571.0
STARLINK-32205;60266;4567.0
STARLINK-32158;60267;4557.0
STARLINK-32167;60268;4567.0
STARLINK-32144;60269;4571.0
STARLINK-32211;60270;4565.0
STARLINK-32164;60271;4514.0
STARLINK-32128;60272;4567.0
STARLINK-32206;60273;4567.0
STARLINK-32155;60274;4560.0
STARLINK-32152;60275;4557.0
STARLINK-32154;60276;4566.0
STARLINK-32135;60277;4567.0
STARLINK-32156;60278;4673.0
STARLINK-32010;60279;4552.0
STARLINK-32118;60280;4551.0
STARLINK-32038;60281;4551.0
STARLINK-32113;60282;4551.0
STARLINK-32037;60283;4550.0
STARLINK-32123;60284;4563.0
STARLINK-32122;60285;4550.0
STARLINK-31656;60286;4551.0
STARLINK-32114;60287;4551.0
STARLINK-31997;60288;4550.0
STARLINK-32000;60289;4551.0
STARLINK-32141;60290;4551.0
STARLINK-32142;60291;4551.0
STARLINK-32149;60292;4550.0
STARLINK-32159;60293;4553.0
STARLINK-32150;60294;4551.0
STARLINK-32126;60295;4552.0
STARLINK-32143;60296;4551.0
STARLINK-32034;60297;4551.0
STARLINK-32124;60298;4551.0
STARLINK-32151;60299;4590.0
STARLINK-32134;60300;4551.0
STARLINK-11147 [DTC];60301;4648.0
STARLINK-11128 [DTC];60302;4648.0
STARLINK-11227 [DTC];60303;4652.0
STARLINK-11224 [DTC];60304;4651.0
STARLINK-11115 [DTC];60305;4642.0
STARLINK-11109 [DTC];60306;4644.0
STARLINK-11223 [DTC];60307;4651.0
STARLINK-11192 [DTC];60308;4649.0
STARLINK-11213 [DTC];60309;4642.0
STARLINK-11200 [DTC];60310;4654.0
STARLINK-11208 [DTC];60311;4640.0
STARLINK-11206 [DTC];60312;4648.0
STARLINK-11205 [DTC];60313;4648.0
STARLINK-32191;60314;4567.0
STARLINK-32194;60315;4558.0
STARLINK-32192;60316;4565.0
STARLINK-32189;60317;4565.0
STARLINK-32190;60318;4570.0
STARLINK-32182;60319;4566.0
STARLINK-32199;60320;4558.0
STARLINK-32198;60321;4565.0
HULIANWAN GAOGUI-02 (HG-02);60327;348.0
STARLINK-31745;60329;4484.0
STARLINK-32153;60330;4468.0
STARLINK-32203;60331;4375.0
STARLINK-32171;60332;4361.0
STARLINK-32133;60333;4361.0
STARLINK-32132;60334;4470.0
STARLINK-32168;60335;4480.0
STARLINK-32079;60336;4483.0
STARLINK-32078;60338;4481.0
STARLINK-32175;60339;4480.0
STARLINK-32176;60340;4481.0
STARLINK-32185;60341;4361.0
STARLINK-32221;60342;4474.0
STARLINK-32083;60343;4458.0
STARLINK-32077;60344;4479.0
STARLINK-32075;60345;4481.0
STARLINK-32082;60346;4476.0
STARLINK-32084;60347;4481.0
STARLINK-32081;60348;4486.0
STARLINK-32181;60349;4460.0
STARLINK-32076;60350;4479.0
STARLINK-32097;60351;4486.0
STRIX-4;60352;4290.0
STARLINK-32285;60355;4456.0
STARLINK-32278;60356;4455.0
STARLINK-32287;60358;4453.0
STARLINK-32290;60359;2558.0
STARLINK-32275;60360;4454.0
STARLINK-32227;60361;4453.0
STARLINK-32256;60362;4452.0
STARLINK-32267;60363;4452.0
STARLINK-32270;60364;4440.0
STARLINK-32188;60365;4459.0
STARLINK-32230;60366;4452.0
STARLINK-32243;60367;4455.0
STARLINK-32271;60368;4453.0
STARLINK-32266;60369;4470.0
STARLINK-32220;60370;4459.0
STARLINK-32263;60371;4444.0
STARLINK-32268;60372;4455.0
STARLINK-32223;60373;4445.0
STARLINK-32180;60374;4453.0
STARLINK-32281;60375;4444.0
STARLINK-32277;60376;4460.0
STARLINK-32269;60377;4459.0
QIANFAN-1;60379;3848.0
QIANFAN-2;60380;3857.0
QIANFAN-3;60381;3848.0
QIANFAN-4;60382;3856.0
QIANFAN-5;60383;3847.0
QIANFAN-6;60384;3866.0
QIANFAN-7;60385;3992.0
QIANFAN-8;60386;3854.0
QIANFAN-9;60387;3848.0
QIANFAN-10;60388;3887.0
QIANFAN-11;60389;3837.0
QIANFAN-12;60390;3844.0
QIANFAN-13;60391;3842.0
QIANFAN-14;60392;3843.0
QIANFAN-15;60393;3851.0
QIANFAN-16;60394;3846.0
QIANFAN-17;60395;3844.0
QIANFAN-18;60396;3868.0
STARLINK-11228 [DTC];60398;4449.0
STARLINK-11182 [DTC];60399;4447.0
STARLINK-11234 [DTC];60400;4449.0
STARLINK-11232 [DTC];60401;4452.0
STARLINK-11139 [DTC];60402;4447.0
STARLINK-11158 [DTC];60403;4449.0
STARLINK-11199 [DTC];60404;4446.0
STARLINK-11081 [DTC];60405;4450.0
STARLINK-11150 [DTC];60406;4454.0
STARLINK-11136 [DTC];60407;4435.0
STARLINK-11196 [DTC];60408;4455.0
STARLINK-11174 [DTC];60409;4448.0
STARLINK-11191 [DTC];60410;4454.0
STARLINK-32244;60411;4352.0
STARLINK-32186;60412;4350.0
STARLINK-32178;60413;4350.0
STARLINK-32234;60414;4351.0
STARLINK-32265;60415;4351.0
STARLINK-32197;60416;4360.0
STARLINK-32255;60417;4346.0
STARLINK-32236;60418;4346.0
CAPELLA-13 (ACADIA-3);60419;4082.0
ASBM-1;60422;555.0
ASBM-2;60423;555.0
STARLINK-32250;60425;4234.0
STARLINK-32226;60426;4324.0
STARLINK-32254;60427;4331.0
STARLINK-32193;60428;4323.0
STARLINK-32242;60429;4332.0
STARLINK-32196;60430;4319.0
STARLINK-32232;60431;4324.0
STARLINK-32246;60432;4314.0
STARLINK-32183;60433;4322.0
STARLINK-32233;60434;4324.0
STARLINK-32222;60435;4324.0
STARLINK-32229;60436;4314.0
STARLINK-32241;60437;4323.0
STARLINK-32240;60438;4322.0
STARLINK-32231;60439;4228.0
STARLINK-32195;60440;4312.0
STARLINK-32177;60441;4318.0
STARLINK-32252;60442;4332.0
STARLINK-32237;60443;4318.0
STARLINK-32249;60444;4329.0
